x,y,state,wkt
13.172108,57.170283,zmtbyP,"LINESTRING(-168.989 -75.992, 16.590 -80.620)"
-61.535279,-23.301921,dI,POINT(6.306 -18.082)
46.507886,69.633519,YD,POINT(47.832 13.283)
161.473466,50.126175,yIAf,"LINESTRING(8.717 -6.414, -60.099 39.213)"
-177.60185,46.507002,ovxV,"POLYGON((64.343 -9.793, 64.343 -35.235, -61.115 -35.235, -61.115 -9.793, 64.343 -9.793))"
-128.188358,-47.433091,Ud,POINT(-1.693 -4.823)
18.048656,-15.917111,HAS,POINT(15.301 -29.482)
-146.702689,53.747035,puBpfjj,POINT(151.349 -20.890)
-45.070815,-54.294942,rH,"POLYGON((-168.113 78.223, -168.113 -63.647, 177.304 -63.647, 177.304 78.223, -168.113 78.223))"
-65.192483,24.908357,hAUuJy,"POLYGON((-169.499 -46.287, -169.499 -18.464, -37.144 -18.464, -37.144 -46.287, -169.499 -46.287))"
2.871254,-81.850857,zoQkZKQ,"LINESTRING(-136.598 -37.321, 110.105 65.391)"
163.989113,36.718533,fpsoAE,"LINESTRING(-34.096 29.686, -40.103 -46.910)"
44.798784,19.176438,rF,"LINESTRING(-108.056 48.673, 6.910 -68.006)"
-61.374232,-7.682289,MsaSq,"POLYGON((12.770 33.113, 12.770 -15.647, -106.757 -15.647, -106.757 33.113, 12.770 33.113))"
-167.651197,59.68479,OWAmty,POINT(109.093 22.364)
85.406627,41.987154,vVAzUg,"LINESTRING(130.831 -2.261, 178.692 72.886)"
-42.430728,-36.092909,qIxkXny,POINT(132.781 3.892)
26.759907,-53.529897,zta,"LINESTRING(-86.360 31.052, -21.037 -22.229)"
-165.045,61.768209,SFco,POINT(3.179 -10.991)
23.301042,72.395316,roH,"LINESTRING(-153.209 47.392, 158.644 83.734)"
-61.378393,-67.56777,ssNr,"POLYGON((161.102 41.489, 161.102 -57.222, -73.048 -57.222, -73.048 41.489, 161.102 41.489))"
-45.134384,69.797722,gPfBAZj,"POLYGON((47.983 26.504, 47.983 74.828, 108.607 74.828, 108.607 26.504, 47.983 26.504))"
92.912354,-42.909399,DMUJUJZ,"LINESTRING(-108.883 -56.559, 127.844 -78.381)"
82.063481,18.188754,xNj,POINT(-5.535 19.419)
46.689521,41.826966,XZRl,POINT(169.801 -25.167)
97.39125,-45.112389,UZA,POINT(127.718 -54.540)
67.94526,75.472172,aDg,"POLYGON((-104.444 -10.385, -104.444 -1.595, 90.669 -1.595, 90.669 -10.385, -104.444 -10.385))"
68.840715,68.705765,azoh,"POLYGON((-63.648 -83.528, -63.648 79.811, 12.433 79.811, 12.433 -83.528, -63.648 -83.528))"
-27.366981,5.51318,JBVW,"LINESTRING(-119.524 -15.085, -132.089 43.737)"
132.573215,-58.363474,lp,"POLYGON((130.889 -48.119, 130.889 -24.378, -101.939 -24.378, -101.939 -48.119, 130.889 -48.119))"
-127.859845,33.114937,kVzybl,"POLYGON((-28.031 56.538, -28.031 -5.199, -137.986 -5.199, -137.986 56.538, -28.031 56.538))"
9.217725,-45.914281,STK,"LINESTRING(99.936 -61.898, 176.004 -12.452)"
122.922156,-30.719862,EEaKrTH,POINT(-46.983 9.092)
-170.530785,-81.384743,hnLuTB,POINT(134.238 9.042)
18.447321,-40.20583,xXdGzGR,POINT(-43.716 11.958)
135.408081,-35.602418,Pk,"LINESTRING(169.074 71.518, -131.367 -6.040)"
-170.514411,-28.525487,eIAI,"LINESTRING(-63.709 -55.957, -62.219 41.899)"
15.312395,-21.791499,jIYg,POINT(124.214 11.866)
-159.790514,29.709369,yPiPji,"POLYGON((175.223 78.777, 175.223 0.202, 89.620 0.202, 89.620 78.777, 175.223 78.777))"
-122.592943,-69.727642,DpDTp,POINT(-35.358 49.736)
91.751174,69.62259,BraN,"LINESTRING(-143.819 -61.674, -136.645 -69.926)"
-91.764054,-32.842768,IVuXlB,"LINESTRING(157.756 3.309, 35.896 -28.252)"
-111.399763,-62.153717,MH,POINT(-110.252 42.505)
108.887885,3.88099,eq,"POLYGON((-101.388 -73.315, -101.388 -64.989, -86.222 -64.989, -86.222 -73.315, -101.388 -73.315))"
-34.025418,-37.398497,DcM,"POLYGON((-54.798 -55.425, -54.798 43.422, 149.964 43.422, 149.964 -55.425, -54.798 -55.425))"
66.97463,-11.300453,eNXdVu,POINT(-21.238 -3.513)
-67.352711,-37.989612,qU,"POLYGON((46.607 -16.108, 46.607 -1.437, -174.763 -1.437, -174.763 -16.108, 46.607 -16.108))"
94.913943,13.128977,NCzMDJ,POINT(154.867 -62.180)
-70.779671,-22.841822,siE,"LINESTRING(-127.248 51.700, 105.372 66.547)"
106.313108,74.869268,UMNG,POINT(-23.233 -30.270)
9.001283,-11.776379,pZq,"POLYGON((-1.399 -57.041, -1.399 -55.245, -128.889 -55.245, -128.889 -57.041, -1.399 -57.041))"
127.679469,-59.407656,XBTMRN,"LINESTRING(-63.817 -65.851, -111.018 2.638)"
-56.20351,-17.118458,YXVADi,POINT(-40.960 39.221)
153.96603,46.959844,HpXSJn,"POLYGON((-45.396 -64.075, -45.396 -15.703, 100.563 -15.703, 100.563 -64.075, -45.396 -64.075))"
27.069352,-55.893523,UwKx,POINT(-15.392 -18.362)
-39.919465,-66.082792,Vq,POINT(43.663 -5.110)
24.074697,45.473214,tbQ,"LINESTRING(61.309 43.454, 35.612 -70.627)"
126.256604,-16.877831,KJBwiap,"LINESTRING(78.722 34.251, 81.975 18.963)"
112.306756,-26.651134,zXw,POINT(-40.156 49.976)
-71.00117,42.008229,CyH,POINT(-131.818 -12.748)
0.800637,47.507262,uQa,"LINESTRING(3.510 -21.546, -52.462 -41.626)"
110.491554,21.967093,bxjaHFu,"LINESTRING(30.810 64.858, 66.514 48.304)"
37.865293,14.12361,giRK,POINT(17.120 -35.975)
-31.314334,-67.998599,MEK,"LINESTRING(57.166 -21.063, -128.506 -78.684)"
-38.591173,-2.494874,Qx,"POLYGON((-44.213 -21.015, -44.213 -24.730, 119.304 -24.730, 119.304 -21.015, -44.213 -21.015))"
-171.551455,30.945488,eCn,POINT(39.697 -32.412)
-78.56359,-56.456392,OGurLw,POINT(114.806 57.929)
-40.131048,-41.823577,qWXS,"POLYGON((93.600 -26.900, 93.600 -79.905, -149.969 -79.905, -149.969 -26.900, 93.600 -26.900))"
64.248333,18.064814,jMxS,"POLYGON((-143.167 16.421, -143.167 -17.463, 174.889 -17.463, 174.889 16.421, -143.167 16.421))"
9.069417,-62.114627,iqGwSD,POINT(-19.206 -28.574)
14.852374,-75.818025,iuDSyNc,"LINESTRING(-76.910 66.196, 164.802 -9.538)"
-47.713546,36.819089,odEtYTM,"LINESTRING(15.361 26.737, 115.006 30.283)"
-117.254789,40.083173,dnKHMYN,"LINESTRING(-159.464 38.167, 141.629 20.638)"
114.239198,33.129805,wJ,"LINESTRING(-6.393 -77.075, -4.479 -18.116)"
145.643536,5.487963,kpVOap,"POLYGON((-36.430 35.956, -36.430 3.853, -91.333 3.853, -91.333 35.956, -36.430 35.956))"
-106.568133,50.051805,MTsqQ,"POLYGON((88.988 82.585, 88.988 38.530, -88.073 38.530, -88.073 82.585, 88.988 82.585))"
164.182551,64.326248,mDoEUzy,POINT(-1.442 -58.120)
13.998724,-78.876264,OE,"LINESTRING(1.355 40.468, -58.972 -28.593)"
89.585425,-74.413139,tCWyhv,"POLYGON((-34.862 70.657, -34.862 -36.934, 170.303 -36.934, 170.303 70.657, -34.862 70.657))"
-19.318082,-4.396842,OllcDMO,"POLYGON((-26.175 0.057, -26.175 -39.981, -138.033 -39.981, -138.033 0.057, -26.175 0.057))"
-2.155749,-63.038363,pupB,"LINESTRING(155.371 -55.016, -56.814 -72.019)"
-132.929797,9.968011,WHUGJyq,"LINESTRING(-145.956 -20.743, 83.650 51.379)"
-42.320703,47.562706,tAEPx,POINT(4.686 48.804)
73.42211,83.668205,nKrA,"POLYGON((98.525 -40.893, 98.525 12.469, 33.823 12.469, 33.823 -40.893, 98.525 -40.893))"
-159.08625,-13.545257,zkyYnD,POINT(55.980 -4.297)
-87.288973,-4.273939,uqngK,"POLYGON((-96.502 -55.305, -96.502 -72.447, 117.135 -72.447, 117.135 -55.305, -96.502 -55.305))"
-25.086692,-75.486175,rGgEy,POINT(42.232 27.965)
-57.015814,-72.007376,HfgaP,"LINESTRING(107.091 -58.293, -32.725 30.810)"
157.050156,4.048301,OIcPdA,"LINESTRING(-113.770 -84.012, 48.608 50.358)"
65.348711,25.653929,cl,POINT(125.783 57.737)
-0.707817,-29.981109,fTxissK,"LINESTRING(4.424 -76.455, 92.200 75.232)"
140.122396,2.227897,vn,"POLYGON((-16.755 -37.679, -16.755 14.944, -32.556 14.944, -32.556 -37.679, -16.755 -37.679))"
-98.137577,-42.493825,Pp,"LINESTRING(67.630 60.927, 173.645 -28.971)"
-167.19722,70.588663,RCsxXYP,POINT(-60.215 -35.694)
-168.074281,56.63847,ZHYsI,"POLYGON((-54.928 -65.652, -54.928 69.480, 103.401 69.480, 103.401 -65.652, -54.928 -65.652))"
113.076569,-73.408291,oow,"LINESTRING(-51.624 -24.320, -128.875 59.439)"
-111.971428,-17.004284,KKKM,"POLYGON((52.352 14.965, 52.352 20.959, -161.866 20.959, -161.866 14.965, 52.352 14.965))"
143.388923,83.569781,imepC,POINT(14.723 -21.886)
79.835625,-60.842463,ddqnpXs,"POLYGON((-65.909 -6.785, -65.909 51.492, 90.269 51.492, 90.269 -6.785, -65.909 -6.785))"
163.346318,-15.902247,bxlf,POINT(122.964 35.700)
105.720513,-71.829155,cxyE,"POLYGON((-91.889 13.066, -91.889 -4.932, -89.085 -4.932, -89.085 13.066, -91.889 13.066))"
-67.332155,31.671426,wmmAN,"POLYGON((37.331 -27.921, 37.331 -61.524, -144.376 -61.524, -144.376 -27.921, 37.331 -27.921))"
-45.174813,65.793063,vvV,"LINESTRING(45.592 -82.237, -114.209 5.140)"
158.003237,80.187468,FcN,"LINESTRING(-154.495 42.897, -3.294 36.745)"
171.953283,5.589335,zZRuI,"POLYGON((140.141 -61.579, 140.141 -38.671, -13.392 -38.671, -13.392 -61.579, 140.141 -61.579))"
-61.179432,-70.05366,oboe,"LINESTRING(123.996 -20.414, -82.031 47.493)"
-16.108802,35.147521,KuO,POINT(-64.294 -25.483)
-166.589916,-1.007287,PUTC,POINT(-16.999 -19.864)
26.232112,80.972871,pQKUC,"POLYGON((19.567 -82.669, 19.567 -71.820, -23.271 -71.820, -23.271 -82.669, 19.567 -82.669))"
62.841973,-41.819045,cIfeZs,POINT(-12.942 51.319)
-9.515242,29.498,Gb,"LINESTRING(-88.065 -70.324, 166.772 -8.321)"
139.545511,20.757657,llmSkQv,POINT(-151.270 -37.311)
-90.425994,-24.413099,TyE,POINT(-0.951 21.219)
169.645842,77.213936,BVA,"POLYGON((-103.704 76.750, -103.704 80.363, -62.021 80.363, -62.021 76.750, -103.704 76.750))"
7.652862,-13.778778,aFfpkb,"POLYGON((166.468 -47.047, 166.468 11.102, -107.996 11.102, -107.996 -47.047, 166.468 -47.047))"
-169.8945,78.417483,qPRfrSa,"LINESTRING(-71.980 -83.125, -56.493 -74.465)"
41.594689,-80.813629,HxJ,"LINESTRING(-73.339 16.666, -116.302 52.121)"
103.027759,81.61346,hS,POINT(-16.629 27.176)
68.58822,69.424068,vmrH,"LINESTRING(4.116 23.252, -83.588 -66.013)"
109.511009,-33.753375,RcY,"LINESTRING(-80.501 -49.875, 44.910 -58.896)"
19.686067,22.797549,IrRV,POINT(-118.483 -3.765)
-91.794797,-35.671586,KcariGr,"LINESTRING(-17.970 5.736, 24.805 6.060)"
164.847895,57.655996,hOpvh,"POLYGON((-60.662 -9.164, -60.662 29.654, 5.873 29.654, 5.873 -9.164, -60.662 -9.164))"
170.587277,66.349423,DCfFN,"LINESTRING(-26.509 70.249, 41.825 -63.468)"
161.88118,73.988394,XxQJlZ,"LINESTRING(-148.504 -9.676, 134.713 36.394)"
-140.405916,18.829845,ZV,POINT(34.539 -0.094)
-74.960001,42.053842,arUT,"POLYGON((7.100 76.858, 7.100 61.609, 178.926 61.609, 178.926 76.858, 7.100 76.858))"
129.645297,59.116697,YDM,"POLYGON((-44.973 63.303, -44.973 -79.117, 150.120 -79.117, 150.120 63.303, -44.973 63.303))"
100.853373,-41.168412,groqS,POINT(-48.358 -27.324)
57.717084,22.028255,QpyW,POINT(33.911 32.374)
134.038138,28.430976,DJdl,"POLYGON((-63.867 52.381, -63.867 84.111, -143.758 84.111, -143.758 52.381, -63.867 52.381))"
-124.586159,12.603362,HzUsD,POINT(85.787 11.639)
